efi_key,unit,company_key,member_firm_code,profit_center_code,cost_center_code,gl_account_code,fe_person_number,fe_practice_group_key,fe_office_key,fe_team_key,lead_partner_person_number,lead_partner_practice_group_key,lead_partner_office_key,lead_partner_team_key,matter_number,vendor_code,document_text,document_date,document_number,transaction_document_type_key,posting_period,posting_date,document_currency_code,actual_amount_dc,office_currency_code,actual_amount_oc,group_currency_code,actual_amount_gc,budget_amount_gc,forecast_amount_gc,last_updated_date_utc_at_source,_ingest_date,_source_file,_source_system,_table,_lineage_id,_effective_start_datetime,_effective_end_datetime,_current_flag,hashed_pk
-1,Actual,SG11,NRFEMEA,SIN1,SIN1FN3757,6720000000,Unknown,FN,SIN1,3757,0,#,#,#,#,#,#,2026-02-05,2000026260,ZR,202602,2026-02-05,USD,0.0,SGD,1026.17,USD,790.4134,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,b40ea7632d2f6b2b62a538846db58d45
-1,Actual,CA11,NRFC,CAL1,CAL1RE2500,4000000000,Unknown,RE,CAL1,2500,150277,RE,CAL1,2500,1001375876,#,#,2026-02-26,9090844858,RV,202602,2026-02-26,CAD,6446.5,CAD,6446.5,USD,4873.1168,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,927b183fa36a0bc2527a2b134faa8407
-1,Actual,CA11,NRFC,TOR1,TOR1CS1501,4003000000,Unknown,CS,TOR1,1501,102341,CS,TOR1,1501,1001355860,#,#,2026-02-27,9090845596,RV,202602,2026-02-27,CAD,-105.0,CAD,-105.0,USD,-79.3729,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,5f57cabb72be3f23bbea67f78f3d014e
-1,Actual,CA11,NRFC,QUE1,QUE1IP2251,4000000000,Unknown,IP,QUE1,2251,102371,IP,QUE1,2251,1001353647,#,#,2026-02-11,9090840414,RV,202602,2026-02-11,CAD,775.0,CAD,775.0,USD,585.8474,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,da101d83b32f74c172797b633421872e
-1,Actual,NL11,NRFEMEA,AMS1,AMS1FN3757,6730000000,Unknown,FN,AMS1,3757,0,#,#,#,#,#,1310100000   Valuation on 20260228,2026-02-28,100066941,FX,202602,2026-02-28,CAD,0.0,EUR,4670.55,USD,5303.8269,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,ff5309ec94697333913d2cb25da88c13
-1,Actual,CA51,NRFC,CAL5,CAL5CS1501,6190900000,Unknown,CS,CAL5,1501,0,#,#,#,9000000495,139673,010052185892 Sean Wallace Client lunch,2026-02-25,1900210822,KR,202602,2026-02-27,CAD,111.71,CAD,111.71,USD,84.4452,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,8cedf2e0b19e74af0a4d342d3767a07b
-1,Actual,US11,NRFUS,STL1,CAL1CS1501,4000000000,Unknown,CS,CAL1,1501,150153,CS,STL1,1501,1001374626,#,#,2026-02-05,9495683100,RV,202602,2026-02-05,USD,9643.5,USD,9643.5,USD,9643.5,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,9c50482f1bd836293a92de851b3ec31f
-1,Actual,CA11,NRFC,TOR1,TOR1EL2000,4003000000,Unknown,EL,TOR1,2000,102669,EL,TOR1,2000,1001289327,#,#,2026-02-04,9090839915,RV,202602,2026-02-04,CAD,-123.5,CAD,-123.5,USD,-93.3576,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,969029718d9dcb5462986ba561ddaa49
-1,Actual,CA11,NRFC,TOR1,TOR1IP2253,4000000000,Unknown,IP,TOR1,2253,144662,CS,OTT1,1501,1001364899,#,#,2026-02-13,9090840735,RV,202602,2026-02-13,CAD,5360.0,CAD,5360.0,USD,4051.7965,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,94b090db9512a32f49deccd2abdeca1f
-1,Actual,CA51,NRFC,MTR3,MTR3AD3251,6220500000,Unknown,AD,MTR3,3251,0,#,#,#,9000001142,#,I SAUTE FARHAN,2026-02-11,2000138282,ZR,202602,2026-02-11,CAD,-40.0,CAD,-40.0,USD,-30.2373,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,f4aead6d585332966aee135ecf132c8f
-1,Actual,US11,NRFUS,HOU1,HOU1IT4022,6010000000,Unknown,IT,HOU1,4022,0,#,#,#,#,#,OASDI  ER,2026-01-15,100240125,SA,202601,2026-01-14,USD,628.65,USD,628.65,USD,628.65,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,a9f3682f8a684bce10d4b2cf7d789fe6
-1,Actual,US11,NRFUS,HOU1,HOU1BF1283,5115010000,Unknown,BF,HOU1,1283,0,#,#,#,#,#,Medicare  ER,2026-02-15,100243918,SA,202602,2026-02-11,USD,650.17,USD,650.17,USD,650.17,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,eae1f94f8df22273e4ec24ddf1da90a7
-1,Actual,SG11,NRFEMEA,SIN1,SIN1FN3757,6740000000,Unknown,FN,SIN1,3757,0,#,#,#,#,#,2210000000   Valuation on 20260228,2026-02-28,100109524,FX,202602,2026-02-28,USD,0.0,SGD,-53547.82,USD,-41245.519,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,1c55fa7e98e1c23ff94892ad96f8fbaa
-1,Actual,US11,NRFUS,DAL1,AMS1CS1504,4000000000,Unknown,CS,AMS1,1504,125532,CS,DAL1,1501,1001352389,#,#,2026-02-18,9495686076,RV,202602,2026-02-18,USD,11122.87,USD,11122.87,USD,11122.87,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,5db3292b05a7d63245a0a3025c5310e7
-1,Actual,NL11,NRFEMEA,AMS1,AMS1TX2751,4000000000,Unknown,TX,AMS1,2751,117582,CS,AMS1,1504,1001322353,#,#,2026-03-23,9435034990,RV,202603,2026-03-23,EUR,561.1,EUR,561.1,USD,637.1792,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,3e10d25d76f4b883062c130d408b2a38
-1,Actual,US11,NRFUS,HOU1,HOU1DR1797,6190800000,Unknown,DR,HOU1,1797,0,#,#,#,#,152394,010079359350 Savannah Witte Registration fee for a,2026-01-21,1900452496,KR,202601,2026-01-22,USD,70.0,USD,70.0,USD,70.0,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,4c10513ad3167bb87ee7488f0902fed1
-1,Actual,CA11,NRFC,TOR1,TOR1PD5011,4000000000,Unknown,PD,TOR1,5011,102118,CS,MTR1,1501,1001197142,#,#,2026-02-17,9090841672,RV,202602,2026-02-17,CAD,680.0,CAD,680.0,USD,514.0339,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,3d953fa0fadb6be454d95ce563fdc536
-1,Actual,CA11,NRFC,VAN1,VAN1IP2253,4000000000,Unknown,IP,VAN1,2253,103815,IP,VAN1,2253,1001256800,#,#,2026-02-27,9090845863,RV,202602,2026-02-27,USD,617.65,CAD,851.57,USD,643.7292,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,1cefb72cc88a74604e034d8795e69e60
-1,Actual,US11,NRFUS,HOU1,HOU1FN3751,6000000000,Unknown,FN,HOU1,3751,0,#,#,#,#,#,Straight Time,2026-03-15,100247064,SA,202603,2026-03-11,USD,3436.28,USD,3436.28,USD,3436.28,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,c95addad66e848cc5fb7596523b0a791
-1,Actual,US11,NRFUS,NYC1,NYC1BF1281,5503000000,Unknown,BF,NYC1,1281,0,#,#,#,#,125663,010080524686 Ryan Apar Dinner while in San Diego,2026-03-18,1900462149,KR,202603,2026-03-21,USD,17.01,USD,17.01,USD,17.01,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,6cf2069fb60ee3909bc52e0ea5fd20c4
-1,Actual,CA11,NRFC,TOR1,TOR1CS1501,4000000000,Unknown,CS,TOR1,1501,102309,CS,MTR1,1501,1001261281,#,#,2026-02-24,9090844143,RV,202602,2026-02-24,CAD,4334.86,CAD,4334.86,USD,3276.8602,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,51e7a6e662ebf2228127c3bff9b4371b
-1,Actual,SG11,NRFEMEA,SIN1,SIN1FN3757,6730000000,Unknown,FN,SIN1,3757,0,#,#,#,#,#,1310100010   Valuation on 20260228 Reversal,2026-02-28,100109857,FX,202603,2026-03-01,SGD,0.0,SGD,0.0,USD,0.0,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,e2a318cb88aea3d70fb480358838b887
-1,Actual,SG11,NRFEMEA,SIN1,SIN1PD5000,6270100000,Unknown,PD,SIN1,5000,0,#,#,#,#,#,SRA Practice Certification Jan26,2026-01-31,100108079,SA,202601,2026-01-31,SGD,1598.19,SGD,1598.19,USD,1231.0151,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,0ed6eaa4c6a0f29bb83b10f489808f76
-1,Actual,US11,NRFUS,HOU1,HOU1IP2254,6053100000,Unknown,IP,HOU1,2254,0,#,#,#,#,#,Profit Sharing Non PTR,2026-01-15,100240128,SA,202601,2026-01-14,USD,443.15,USD,443.15,USD,443.15,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,095b4bdbbfcc98f6602f8f489542753e
-1,Actual,US11,NRFUS,HOU1,HOU1FN3750,6610000000,Unknown,FN,HOU1,3750,0,#,#,#,#,#,U A 1400274227 TO GL 6610000000,2022-08-15,1400478218,DZ,202602,2026-02-13,USD,-500.0,USD,-500.0,USD,-500.0,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,c9fe398e9366cd55861fd61717026d0c
-1,Actual,CA11,NRFC,CAL1,CAL1PD5011,4000000000,Unknown,PD,CAL1,5011,144485,CS,VAN1,1501,1001128710,#,#,2026-02-19,9090842328,RV,202602,2026-02-19,CAD,3311.0,CAD,3311.0,USD,2502.8914,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,92f9e56a9f4337d3e3e1f713ae2bef86
-1,Actual,NL11,NRFEMEA,AMS1,AMS1DR1794,4000000000,Unknown,DR,AMS1,1794,142921,DR,AMS1,1755,1001380969,#,#,2026-03-27,9435035068,RV,202603,2026-03-27,EUR,1506.8,EUR,1506.8,USD,1711.1061,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,73cad15fa5e2abbd399f5a3529cd41b5
-1,Actual,CA51,NRFC,CAL5,CAL5PD5008,5508000000,Unknown,PD,CAL5,5008,0,#,#,#,9000000860,150075,010051915280 Isaiah Martin Uber ride to Montreal A,2026-02-06,1900210539,KR,202602,2026-02-24,CAD,35.4,CAD,35.4,USD,26.76,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,e071f7066b3638ad90706692cd7b1002
-1,Actual,US11,NRFUS,HOU1,HOU1IT4032,6160000000,Unknown,IT,HOU1,4032,0,#,#,#,#,#,ER   Long Term Disability,2026-01-31,100241857,SA,202601,2026-01-28,USD,62.92,USD,62.92,USD,62.92,0.0,0.0,2026-03-30 00:00:00,2026-06-22,EFI.csv,abfss://a7ad27b1-6ad7-440f-bf78-030662ef90fd@onelake.dfs.fabric.microsoft.com/6c777342-6ab0-4f34-8ec8-4eb29b1a8ea7/Files/transactional_data/EFI.csv,efi,44444444-4444-4444-aaaa-aaaaaaaaaaaa,2026-06-22 17:02:10.946207,9999-12-31 23:59:59,true,6a664915a1ef4c3c95ecde4ff7d8c7d5
